time,region_id,year_id,spi_1month,spi_3month,spi_12month,spei_1month,spei_3month,spei_12month,pdsi_value,drought_severity_class,updated_at
2020-01-27,1,2020,2.84,1.89,1.89,2.92,1.96,1.94,2.35,,2020-01-27 02:00:00
2020-01-28,1,2020,1.94,1.17,1.17,1.78,1.04,1.06,1.24,,2020-01-28 02:00:00
2020-01-29,1,2020,-0.46,-0.6,-0.6,-1.32,-1.29,-1.18,-1.58,,2020-01-29 02:00:00
2020-01-30,1,2020,-0.19,-0.39,-0.39,-0.9,-0.96,-0.86,-1.17,,2020-01-30 02:00:00
2020-01-31,1,2020,-0.8,-0.82,-0.82,-1.78,-1.6,-1.47,-1.96,Abnormally Dry,2020-01-31 02:00:00
2020-02-01,1,2020,-0.6,-0.66,-0.66,-1.46,-1.35,-1.24,-1.66,Abnormally Dry,2020-02-01 02:00:00
2020-02-02,1,2020,-0.34,-0.45,-0.45,-1.08,-1.04,-0.94,-1.28,,2020-02-02 02:00:00
2020-02-03,1,2020,-0.37,-0.47,-0.47,-1.2,-1.14,-1.03,-1.4,,2020-02-03 02:00:00
2020-02-04,1,2020,0.71,0.39,0.39,0.24,0.02,0.08,0.0,,2020-02-04 02:00:00
2020-02-05,1,2020,0.07,-0.13,-0.13,-0.63,-0.69,-0.6,-0.85,,2020-02-05 02:00:00
2020-02-06,1,2020,1.36,0.9,0.9,1.03,0.63,0.68,0.75,,2020-02-06 02:00:00
2020-02-07,1,2020,-0.62,-0.7,-0.7,-1.54,-1.43,-1.31,-1.76,Abnormally Dry,2020-02-07 02:00:00
2020-02-08,1,2020,-0.8,-0.83,-0.83,-1.81,-1.64,-1.51,-2.01,Abnormally Dry,2020-02-08 02:00:00
2020-02-09,1,2020,0.57,0.3,0.3,-0.03,-0.18,-0.1,-0.24,,2020-02-09 02:00:00
2020-02-10,1,2020,0.19,-0.02,-0.02,-0.5,-0.57,-0.48,-0.72,,2020-02-10 02:00:00
2020-02-11,1,2020,-0.11,-0.27,-0.27,-0.84,-0.85,-0.76,-1.05,,2020-02-11 02:00:00
2020-02-12,1,2020,-0.15,-0.3,-0.3,-1.0,-0.98,-0.87,-1.21,,2020-02-12 02:00:00
2020-02-13,1,2020,-0.68,-0.74,-0.74,-1.63,-1.5,-1.37,-1.84,Abnormally Dry,2020-02-13 02:00:00
2020-02-14,1,2020,-0.68,-0.74,-0.74,-1.56,-1.45,-1.33,-1.77,Abnormally Dry,2020-02-14 02:00:00
2020-02-15,1,2020,-0.52,-0.58,-0.58,-1.41,-1.29,-1.17,-1.58,Abnormally Dry,2020-02-15 02:00:00
2020-02-16,1,2020,-0.8,-0.81,-0.81,-1.79,-1.6,-1.47,-1.96,Abnormally Dry,2020-02-16 02:00:00
2020-02-17,1,2020,-0.48,-0.52,-0.52,-1.34,-1.21,-1.09,-1.49,,2020-02-17 02:00:00
2020-02-18,1,2020,-0.64,-0.66,-0.66,-1.61,-1.43,-1.3,-1.76,Abnormally Dry,2020-02-18 02:00:00
2020-02-19,1,2020,-0.33,-0.38,-0.38,-1.24,-1.1,-0.98,-1.36,,2020-02-19 02:00:00
2020-02-20,1,2020,-0.78,-0.77,-0.77,-1.73,-1.53,-1.4,-1.87,Abnormally Dry,2020-02-20 02:00:00
2020-02-21,1,2020,-0.6,-0.6,-0.6,-1.56,-1.37,-1.24,-1.68,Abnormally Dry,2020-02-21 02:00:00
2020-02-22,1,2020,-0.8,-0.77,-0.77,-1.63,-1.43,-1.32,-1.75,Abnormally Dry,2020-02-22 02:00:00
2020-02-23,1,2020,-0.45,-0.44,-0.44,-1.35,-1.16,-1.04,-1.43,,2020-02-23 02:00:00
2020-02-24,1,2020,0.03,0.0,0.0,-0.61,-0.52,-0.43,-0.64,,2020-02-24 02:00:00
2020-02-25,1,2020,-0.26,-0.27,-0.27,-1.12,-0.96,-0.84,-1.18,,2020-02-25 02:00:00
2020-02-26,1,2020,-0.79,-0.76,-0.76,-1.77,-1.54,-1.41,-1.89,Abnormally Dry,2020-02-26 02:00:00
2020-02-27,1,2020,-0.12,-0.13,-0.13,-0.89,-0.75,-0.64,-0.93,,2020-02-27 02:00:00
2020-02-28,1,2020,2.02,1.84,1.84,1.85,1.7,1.73,2.04,,2020-02-28 02:00:00
2020-02-29,1,2020,-0.8,-0.77,-0.77,-1.77,-1.55,-1.42,-1.9,Abnormally Dry,2020-02-29 02:00:00
2020-03-01,1,2020,-0.5,-0.49,-0.49,-1.41,-1.22,-1.09,-1.5,Abnormally Dry,2020-03-01 02:00:00
2020-03-02,1,2020,-0.11,-0.12,-0.12,-0.82,-0.69,-0.59,-0.85,,2020-03-02 02:00:00
2020-03-03,1,2020,4.89,3.96,3.96,5.66,4.58,4.47,5.52,,2020-03-03 02:00:00
2020-03-04,1,2020,-0.46,-0.45,-0.45,-1.33,-1.15,-1.03,-1.41,,2020-03-04 02:00:00
2020-03-05,1,2020,-0.06,-0.13,-0.13,-0.73,-0.67,-0.58,-0.83,,2020-03-05 02:00:00
2020-03-06,1,2020,4.08,3.06,3.06,4.52,3.41,3.36,4.11,,2020-03-06 02:00:00
2020-03-07,1,2020,3.59,2.52,2.52,3.93,2.79,2.74,3.36,,2020-03-07 02:00:00
2020-03-08,1,2020,-0.27,-0.34,-0.34,-1.17,-1.06,-0.94,-1.3,,2020-03-08 02:00:00
2020-03-09,1,2020,-0.8,-0.73,-0.73,-1.73,-1.47,-1.35,-1.81,Abnormally Dry,2020-03-09 02:00:00
2020-03-10,1,2020,-0.33,-0.38,-0.38,-1.12,-1.01,-0.91,-1.25,,2020-03-10 02:00:00
2020-03-11,1,2020,-0.53,-0.52,-0.52,-1.48,-1.28,-1.16,-1.58,Abnormally Dry,2020-03-11 02:00:00
2020-03-12,1,2020,0.64,0.36,0.36,0.13,-0.04,0.02,-0.07,,2020-03-12 02:00:00
2020-03-13,1,2020,0.1,-0.05,-0.05,-0.62,-0.62,-0.53,-0.78,,2020-03-13 02:00:00
2020-03-14,1,2020,-0.25,-0.31,-0.31,-1.13,-1.01,-0.89,-1.25,,2020-03-14 02:00:00
2020-03-15,1,2020,-0.28,-0.34,-0.34,-1.14,-1.03,-0.92,-1.27,,2020-03-15 02:00:00
2020-03-16,1,2020,0.1,-0.04,-0.04,-0.53,-0.54,-0.46,-0.67,,2020-03-16 02:00:00
2020-03-17,1,2020,-0.8,-0.74,-0.74,-1.74,-1.49,-1.36,-1.82,Abnormally Dry,2020-03-17 02:00:00
2020-03-18,1,2020,-0.28,-0.33,-0.33,-1.16,-1.03,-0.91,-1.27,,2020-03-18 02:00:00
2020-03-19,1,2020,0.78,0.51,0.51,0.25,0.08,0.16,0.08,,2020-03-19 02:00:00
2020-03-20,1,2020,-0.8,-0.74,-0.74,-1.86,-1.59,-1.44,-1.94,Abnormally Dry,2020-03-20 02:00:00
2020-03-21,1,2020,-0.75,-0.7,-0.7,-1.66,-1.43,-1.31,-1.75,Abnormally Dry,2020-03-21 02:00:00
2020-03-22,1,2020,0.22,0.08,0.08,-0.48,-0.48,-0.39,-0.61,,2020-03-22 02:00:00
2020-03-23,1,2020,-0.48,-0.48,-0.48,-1.47,-1.27,-1.14,-1.56,,2020-03-23 02:00:00
2020-03-24,1,2020,-0.46,-0.46,-0.46,-1.35,-1.17,-1.05,-1.44,,2020-03-24 02:00:00
2020-03-25,1,2020,-0.36,-0.37,-0.37,-1.18,-1.03,-0.92,-1.27,,2020-03-25 02:00:00
2020-03-26,1,2020,-0.7,-0.65,-0.65,-1.66,-1.42,-1.29,-1.74,Abnormally Dry,2020-03-26 02:00:00
2020-03-27,1,2020,1.2,0.9,0.9,0.86,0.63,0.68,0.74,,2020-03-27 02:00:00
2020-03-28,1,2020,-0.59,-0.56,-0.56,-1.56,-1.34,-1.21,-1.65,Abnormally Dry,2020-03-28 02:00:00
2020-03-29,1,2020,-0.79,-0.72,-0.72,-1.83,-1.56,-1.42,-1.91,Abnormally Dry,2020-03-29 02:00:00
2020-03-30,1,2020,-0.05,-0.12,-0.12,-0.73,-0.67,-0.58,-0.83,,2020-03-30 02:00:00
2020-03-31,1,2020,0.24,0.12,0.12,-0.44,-0.42,-0.33,-0.53,,2020-03-31 02:00:00
2020-04-01,1,2020,0.41,0.35,0.27,-0.25,-0.18,-0.17,-0.24,,2020-04-01 02:00:00
2020-04-02,1,2020,-0.72,-0.7,-0.68,-1.72,-1.5,-1.35,-1.84,Abnormally Dry,2020-04-02 02:00:00
2020-04-03,1,2020,0.69,0.62,0.51,0.14,0.18,0.15,0.2,,2020-04-03 02:00:00
2020-04-04,1,2020,0.18,0.13,0.08,-0.48,-0.4,-0.36,-0.51,,2020-04-04 02:00:00
2020-04-05,1,2020,0.01,-0.01,-0.06,-0.66,-0.55,-0.51,-0.69,,2020-04-05 02:00:00
2020-04-06,1,2020,-0.7,-0.68,-0.67,-1.66,-1.45,-1.31,-1.77,Abnormally Dry,2020-04-06 02:00:00
2020-04-07,1,2020,-0.62,-0.59,-0.6,-1.54,-1.33,-1.21,-1.63,Abnormally Dry,2020-04-07 02:00:00
2020-04-08,1,2020,-0.43,-0.42,-0.43,-1.29,-1.11,-1.0,-1.36,,2020-04-08 02:00:00
2020-04-09,1,2020,1.05,0.96,0.84,0.61,0.61,0.55,0.71,,2020-04-09 02:00:00
2020-04-10,1,2020,-0.8,-0.76,-0.75,-1.8,-1.56,-1.41,-1.91,Abnormally Dry,2020-04-10 02:00:00
2020-04-11,1,2020,-0.8,-0.76,-0.75,-1.83,-1.59,-1.44,-1.95,Abnormally Dry,2020-04-11 02:00:00
2020-04-12,1,2020,-0.8,-0.75,-0.74,-1.8,-1.55,-1.41,-1.9,Abnormally Dry,2020-04-12 02:00:00
2020-04-13,1,2020,-0.28,-0.25,-0.29,-1.06,-0.87,-0.81,-1.08,,2020-04-13 02:00:00
2020-04-14,1,2020,-0.22,-0.19,-0.24,-0.93,-0.76,-0.72,-0.94,,2020-04-14 02:00:00
2020-04-15,1,2020,-0.08,-0.07,-0.11,-0.83,-0.67,-0.61,-0.83,,2020-04-15 02:00:00
2020-04-16,1,2020,0.16,0.16,0.1,-0.58,-0.43,-0.4,-0.55,,2020-04-16 02:00:00
2020-04-17,1,2020,-0.48,-0.44,-0.46,-1.34,-1.13,-1.03,-1.39,,2020-04-17 02:00:00
2020-04-18,1,2020,-0.8,-0.74,-0.74,-1.83,-1.56,-1.42,-1.92,Abnormally Dry,2020-04-18 02:00:00
2020-04-19,1,2020,0.36,0.37,0.29,-0.27,-0.14,-0.13,-0.19,,2020-04-19 02:00:00
2020-04-20,1,2020,-0.11,-0.09,-0.13,-0.87,-0.7,-0.64,-0.87,,2020-04-20 02:00:00
2020-04-21,1,2020,0.86,0.84,0.73,0.26,0.36,0.33,0.41,,2020-04-21 02:00:00
2020-04-22,1,2020,-0.8,-0.75,-0.75,-1.8,-1.55,-1.42,-1.9,Abnormally Dry,2020-04-22 02:00:00
2020-04-23,1,2020,-0.8,-0.74,-0.75,-1.74,-1.49,-1.38,-1.83,Abnormally Dry,2020-04-23 02:00:00
2020-04-24,1,2020,-0.58,-0.52,-0.55,-1.46,-1.23,-1.14,-1.51,Abnormally Dry,2020-04-24 02:00:00
2020-04-25,1,2020,-0.27,-0.23,-0.27,-1.09,-0.88,-0.81,-1.09,,2020-04-25 02:00:00
2020-04-26,1,2020,1.07,1.11,0.95,0.55,0.7,0.61,0.81,,2020-04-26 02:00:00
2020-04-27,1,2020,0.64,0.71,0.55,-0.03,0.17,0.1,0.18,,2020-04-27 02:00:00
2020-04-28,1,2020,-0.76,-0.7,-0.72,-1.8,-1.53,-1.41,-1.88,Abnormally Dry,2020-04-28 02:00:00
2020-04-29,1,2020,1.85,1.88,1.65,1.69,1.75,1.55,2.1,,2020-04-29 02:00:00
2020-04-30,1,2020,0.21,0.24,0.15,-0.42,-0.26,-0.27,-0.34,,2020-04-30 02:00:00
2020-05-01,1,2020,0.67,0.68,0.57,0.12,0.24,0.2,0.26,,2020-05-01 02:00:00
2020-05-02,1,2020,-0.1,-0.08,-0.14,-0.93,-0.75,-0.7,-0.93,,2020-05-02 02:00:00
2020-05-03,1,2020,-0.04,-0.03,-0.08,-0.88,-0.7,-0.64,-0.88,,2020-05-03 02:00:00
2020-05-04,1,2020,-0.8,-0.76,-0.78,-1.69,-1.47,-1.37,-1.8,Abnormally Dry,2020-05-04 02:00:00
2020-05-05,1,2020,1.33,1.33,1.19,0.93,1.01,0.92,1.19,,2020-05-05 02:00:00
2020-05-06,1,2020,-0.17,-0.13,-0.2,-0.9,-0.71,-0.69,-0.89,,2020-05-06 02:00:00
2020-05-07,1,2020,0.03,0.05,-0.02,-0.63,-0.48,-0.46,-0.6,,2020-05-07 02:00:00
2020-05-08,1,2020,-0.41,-0.38,-0.42,-1.32,-1.11,-1.03,-1.37,,2020-05-08 02:00:00
2020-05-09,1,2020,-0.66,-0.63,-0.66,-1.69,-1.45,-1.34,-1.78,Abnormally Dry,2020-05-09 02:00:00
2020-05-10,1,2020,-0.48,-0.43,-0.48,-1.36,-1.14,-1.07,-1.4,,2020-05-10 02:00:00
2020-05-11,1,2020,-0.57,-0.52,-0.57,-1.48,-1.25,-1.18,-1.53,Abnormally Dry,2020-05-11 02:00:00
2020-05-12,1,2020,-0.74,-0.68,-0.72,-1.72,-1.47,-1.38,-1.8,Abnormally Dry,2020-05-12 02:00:00
2020-05-13,1,2020,0.35,0.39,0.31,-0.37,-0.18,-0.17,-0.25,,2020-05-13 02:00:00
2020-05-14,1,2020,1.48,1.48,1.36,1.15,1.22,1.14,1.45,,2020-05-14 02:00:00
2020-05-15,1,2020,-0.8,-0.76,-0.78,-1.89,-1.63,-1.51,-2.0,Abnormally Dry,2020-05-15 02:00:00
2020-05-16,1,2020,0.1,0.11,0.06,-0.69,-0.53,-0.47,-0.66,,2020-05-16 02:00:00
2020-05-17,1,2020,0.52,0.52,0.46,-0.14,-0.01,0.02,-0.04,,2020-05-17 02:00:00
2020-05-18,1,2020,-0.74,-0.73,-0.74,-1.72,-1.52,-1.4,-1.86,Abnormally Dry,2020-05-18 02:00:00
2020-05-19,1,2020,2.16,2.05,2.0,2.05,1.96,1.93,2.35,,2020-05-19 02:00:00
2020-05-20,1,2020,-0.42,-0.43,-0.44,-1.38,-1.2,-1.08,-1.48,,2020-05-20 02:00:00
2020-05-21,1,2020,1.41,1.3,1.28,1.01,0.98,1.02,1.16,,2020-05-21 02:00:00
2020-05-22,1,2020,0.41,0.33,0.34,-0.34,-0.27,-0.16,-0.36,,2020-05-22 02:00:00
2020-05-23,1,2020,0.36,0.28,0.29,-0.32,-0.27,-0.17,-0.35,,2020-05-23 02:00:00
2020-05-24,1,2020,2.17,1.95,1.97,2.03,1.84,1.88,2.2,,2020-05-24 02:00:00
2020-05-25,1,2020,-0.69,-0.74,-0.72,-1.7,-1.55,-1.39,-1.89,Abnormally Dry,2020-05-25 02:00:00
2020-05-26,1,2020,0.52,0.38,0.42,-0.05,-0.08,0.04,-0.12,,2020-05-26 02:00:00
2020-05-27,1,2020,-0.62,-0.68,-0.65,-1.55,-1.42,-1.27,-1.75,Abnormally Dry,2020-05-27 02:00:00
2020-05-28,1,2020,1.47,1.3,1.32,1.19,1.08,1.14,1.28,,2020-05-28 02:00:00
2020-05-29,1,2020,-0.8,-0.84,-0.82,-1.85,-1.68,-1.52,-2.06,Abnormally Dry,2020-05-29 02:00:00
2020-05-30,1,2020,-0.36,-0.43,-0.4,-1.27,-1.15,-1.0,-1.42,,2020-05-30 02:00:00
2020-05-31,1,2020,1.09,0.92,0.97,0.65,0.57,0.68,0.67,,2020-05-31 02:00:00
2020-06-01,1,2020,-0.62,-0.72,-0.65,-1.59,-1.5,-1.3,-1.84,Abnormally Dry,2020-06-01 02:00:00
2020-06-02,1,2020,1.63,1.65,1.47,1.33,1.41,1.27,1.68,,2020-06-02 02:00:00
2020-06-03,1,2020,0.42,0.36,0.32,-0.21,-0.14,-0.1,-0.2,,2020-06-03 02:00:00
2020-06-04,1,2020,-0.8,-0.96,-0.83,-1.87,-1.82,-1.55,-2.22,Abnormally Dry,2020-06-04 02:00:00
2020-06-05,1,2020,-0.8,-1.01,-0.82,-1.85,-1.85,-1.52,-2.26,Abnormally Dry,2020-06-05 02:00:00
2020-06-06,1,2020,-0.8,-0.99,-0.82,-1.86,-1.84,-1.53,-2.25,Abnormally Dry,2020-06-06 02:00:00
2020-06-07,1,2020,-0.61,-0.76,-0.64,-1.66,-1.6,-1.34,-1.97,Abnormally Dry,2020-06-07 02:00:00
2020-06-08,1,2020,0.62,0.83,0.53,-0.06,0.29,0.08,0.32,,2020-06-08 02:00:00
2020-06-09,1,2020,-0.45,-0.56,-0.49,-1.38,-1.3,-1.11,-1.6,,2020-06-09 02:00:00
2020-06-10,1,2020,-0.8,-0.99,-0.82,-1.84,-1.82,-1.51,-2.22,Abnormally Dry,2020-06-10 02:00:00
2020-06-11,1,2020,-0.8,-0.97,-0.81,-1.77,-1.75,-1.46,-2.13,Abnormally Dry,2020-06-11 02:00:00
2020-06-12,1,2020,0.02,0.08,-0.03,-0.73,-0.52,-0.53,-0.66,,2020-06-12 02:00:00
2020-06-13,1,2020,-0.69,-0.83,-0.71,-1.65,-1.6,-1.35,-1.95,Abnormally Dry,2020-06-13 02:00:00
2020-06-14,1,2020,0.51,0.71,0.45,-0.11,0.22,0.04,0.23,,2020-06-14 02:00:00
2020-06-15,1,2020,1.64,2.08,1.52,1.23,1.75,1.25,2.09,,2020-06-15 02:00:00
2020-06-16,1,2020,-0.8,-0.97,-0.82,-1.83,-1.79,-1.5,-2.19,Abnormally Dry,2020-06-16 02:00:00
2020-06-17,1,2020,-0.66,-0.78,-0.68,-1.61,-1.54,-1.32,-1.89,Abnormally Dry,2020-06-17 02:00:00
2020-06-18,1,2020,1.61,2.0,1.49,1.29,1.75,1.28,2.08,,2020-06-18 02:00:00
2020-06-19,1,2020,-0.29,-0.36,-0.33,-1.14,-1.04,-0.89,-1.28,,2020-06-19 02:00:00
2020-06-20,1,2020,-0.8,-0.96,-0.82,-1.68,-1.66,-1.41,-2.03,Abnormally Dry,2020-06-20 02:00:00
2020-06-21,1,2020,-0.8,-0.96,-0.81,-1.81,-1.77,-1.48,-2.16,Abnormally Dry,2020-06-21 02:00:00
2020-06-22,1,2020,-0.49,-0.57,-0.51,-1.44,-1.33,-1.14,-1.64,,2020-06-22 02:00:00
2020-06-23,1,2020,-0.8,-0.95,-0.81,-1.8,-1.75,-1.48,-2.14,Abnormally Dry,2020-06-23 02:00:00
2020-06-24,1,2020,0.09,0.12,0.05,-0.63,-0.46,-0.43,-0.58,,2020-06-24 02:00:00
2020-06-25,1,2020,0.15,0.22,0.11,-0.62,-0.4,-0.41,-0.51,,2020-06-25 02:00:00
2020-06-26,1,2020,0.46,0.59,0.41,-0.23,0.04,-0.05,0.02,,2020-06-26 02:00:00
2020-06-27,1,2020,-0.56,-0.68,-0.58,-1.52,-1.45,-1.22,-1.78,Abnormally Dry,2020-06-27 02:00:00
2020-06-28,1,2020,0.6,0.75,0.55,-0.07,0.22,0.11,0.23,,2020-06-28 02:00:00
2020-06-29,1,2020,0.31,0.38,0.26,-0.33,-0.13,-0.17,-0.19,,2020-06-29 02:00:00
2020-06-30,1,2020,1.07,1.31,1.0,0.63,0.96,0.71,1.13,,2020-06-30 02:00:00
2020-07-01,1,2020,0.65,0.77,0.59,-0.04,0.22,0.13,0.23,,2020-07-01 02:00:00
2020-07-02,1,2020,-0.46,-0.58,-0.5,-1.32,-1.27,-1.08,-1.56,,2020-07-02 02:00:00
2020-07-03,1,2020,-0.8,-0.97,-0.83,-1.85,-1.81,-1.53,-2.21,Abnormally Dry,2020-07-03 02:00:00
2020-07-04,1,2020,-0.51,-0.62,-0.55,-1.41,-1.34,-1.15,-1.64,Abnormally Dry,2020-07-04 02:00:00
2020-07-05,1,2020,0.1,0.13,0.06,-0.64,-0.46,-0.43,-0.58,,2020-07-05 02:00:00
2020-07-06,1,2020,0.29,0.35,0.25,-0.49,-0.27,-0.27,-0.36,,2020-07-06 02:00:00
2020-07-07,1,2020,-0.74,-0.92,-0.78,-1.72,-1.71,-1.44,-2.09,Abnormally Dry,2020-07-07 02:00:00
2020-07-08,1,2020,-0.03,-0.02,-0.06,-0.86,-0.68,-0.61,-0.86,,2020-07-08 02:00:00
2020-07-09,1,2020,-0.8,-0.98,-0.83,-1.85,-1.82,-1.53,-2.23,Abnormally Dry,2020-07-09 02:00:00
2020-07-10,1,2020,-0.56,-0.7,-0.6,-1.56,-1.5,-1.27,-1.84,Abnormally Dry,2020-07-10 02:00:00
2020-07-11,1,2020,-0.54,-0.67,-0.57,-1.53,-1.46,-1.23,-1.79,Abnormally Dry,2020-07-11 02:00:00
2020-07-12,1,2020,1.2,1.47,1.17,0.78,1.13,0.89,1.35,,2020-07-12 02:00:00
2020-07-13,1,2020,-0.53,-0.66,-0.56,-1.49,-1.43,-1.2,-1.75,Abnormally Dry,2020-07-13 02:00:00
2020-07-14,1,2020,0.48,0.56,0.45,-0.17,0.04,0.01,0.02,,2020-07-14 02:00:00
2020-07-15,1,2020,-0.68,-0.84,-0.71,-1.65,-1.62,-1.36,-1.98,Abnormally Dry,2020-07-15 02:00:00
2020-07-16,1,2020,-0.8,-0.98,-0.83,-1.8,-1.78,-1.49,-2.17,Abnormally Dry,2020-07-16 02:00:00
2020-07-17,1,2020,-0.8,-0.98,-0.82,-1.88,-1.85,-1.54,-2.26,Abnormally Dry,2020-07-17 02:00:00
2020-07-18,1,2020,0.57,0.69,0.55,-0.11,0.15,0.1,0.15,,2020-07-18 02:00:00
2020-07-19,1,2020,0.78,0.93,0.76,0.15,0.42,0.34,0.48,,2020-07-19 02:00:00
2020-07-20,1,2020,-0.64,-0.78,-0.67,-1.73,-1.65,-1.39,-2.02,Abnormally Dry,2020-07-20 02:00:00
2020-07-21,1,2020,1.22,1.45,1.21,0.79,1.1,0.92,1.31,,2020-07-21 02:00:00
2020-07-22,1,2020,0.0,-0.03,-0.03,-0.93,-0.77,-0.65,-0.96,,2020-07-22 02:00:00
2020-07-23,1,2020,-0.77,-0.97,-0.81,-1.9,-1.88,-1.57,-2.3,Abnormally Dry,2020-07-23 02:00:00
2020-07-24,1,2020,-0.8,-0.99,-0.83,-1.9,-1.87,-1.56,-2.29,Abnormally Dry,2020-07-24 02:00:00
2020-07-25,1,2020,0.16,0.17,0.14,-0.74,-0.55,-0.46,-0.69,,2020-07-25 02:00:00
2020-07-26,1,2020,-0.8,-0.97,-0.83,-1.89,-1.84,-1.56,-2.26,Abnormally Dry,2020-07-26 02:00:00
2020-07-27,1,2020,1.45,1.71,1.44,1.07,1.4,1.19,1.67,,2020-07-27 02:00:00
2020-07-28,1,2020,0.84,1.02,0.83,0.23,0.54,0.43,0.62,,2020-07-28 02:00:00
2020-07-29,1,2020,2.7,3.09,2.66,2.63,3.03,2.61,3.64,,2020-07-29 02:00:00
2020-07-30,1,2020,0.31,0.32,0.27,-0.44,-0.28,-0.23,-0.37,,2020-07-30 02:00:00
2020-07-31,1,2020,-0.55,-0.67,-0.59,-1.51,-1.44,-1.23,-1.77,Abnormally Dry,2020-07-31 02:00:00
2020-08-01,1,2020,-0.6,-0.72,-0.64,-1.57,-1.5,-1.29,-1.83,Abnormally Dry,2020-08-01 02:00:00
2020-08-02,1,2020,-0.49,-0.6,-0.53,-1.42,-1.35,-1.15,-1.65,,2020-08-02 02:00:00
2020-08-03,1,2020,1.16,1.32,1.13,0.69,0.94,0.82,1.11,,2020-08-03 02:00:00
2020-08-04,1,2020,-0.8,-0.94,-0.84,-1.86,-1.79,-1.55,-2.19,Abnormally Dry,2020-08-04 02:00:00
2020-08-05,1,2020,-0.47,-0.56,-0.51,-1.36,-1.27,-1.1,-1.56,,2020-08-05 02:00:00
2020-08-06,1,2020,-0.8,-0.93,-0.84,-1.86,-1.78,-1.54,-2.17,Abnormally Dry,2020-08-06 02:00:00
2020-08-07,1,2020,-0.8,-0.92,-0.83,-1.8,-1.72,-1.5,-2.11,Abnormally Dry,2020-08-07 02:00:00
2020-08-08,1,2020,2.31,2.52,2.28,2.14,2.39,2.17,2.86,,2020-08-08 02:00:00
2020-08-09,1,2020,0.03,-0.01,-0.0,-0.87,-0.73,-0.6,-0.92,,2020-08-09 02:00:00
2020-08-10,1,2020,0.12,0.08,0.09,-0.66,-0.55,-0.43,-0.69,,2020-08-10 02:00:00
2020-08-11,1,2020,0.25,0.22,0.22,-0.54,-0.41,-0.3,-0.52,,2020-08-11 02:00:00
